	0	1	2	3	4	5	type_id
0xffff_*	1.104634842888606	0.9229138972276836	1.1873399162353497	0.9429447388270644	0.9694428755022917	0.9875456925622627	1.0
abandoned_*	1.196340701128388	1.1484216224512063	1.232096667753899	1.0139187959780556	1.055988384713457	1.1488279870665656	3.0
able_*	0.8446004566488475	0.8495975745719059	1.0015821031455638	0.9196895064026003	1.0486808953154938	0.9419327139091144	0.0
able_add	0.9451658142789506	0.7681593743679084	1.112427905724325	0.8967965646126206	0.8429145869783808	0.9889539119593102	1.0
able_build	0.8461290327073777	0.9043516662428871	1.0574473411330094	0.9282594572560077	0.9902126475120665	1.006122613685731	0.0
able_call	0.9947320937910129	0.7863260819219834	1.1922587280947679	0.9965607119305909	1.0144176206569409	0.9033143196686563	1.0
able_change	1.1257146027100278	0.9016049871053287	1.097459582196602	0.9991758794841313	1.003037762833873	0.5984872046673	5.0
able_configure	0.9805876285917831	0.9583931312774165	1.1652797410906126	0.9664163023792548	1.1243491955782672	0.9983044534433143	1.0
able_connect	1.1047478767373478	0.8165039855501715	1.0113941991587307	0.999115691172808	0.7609471235876466	0.942646039336847	4.0
able_control	1.05887807163807	0.9580396999775955	1.161105477013979	1.0034297110371042	1.2015261979636789	0.73823189480755	5.0
able_create	1.0606835445144198	0.9104141441401489	1.049542868408239	0.9522874111793163	1.0269210436502614	0.9983672212355633	1.0
able_do	0.7945298845142696	1.0128380617629906	1.1275381841842735	0.9650765774804906	1.2017702152668464	1.0350126462199865	0.0
able_drop	1.0727596319340595	0.8757009985274673	1.127959451227536	0.9786990503722675	0.8992947580998271	0.9552214868327974	1.0
able_find	0.5980798914044546	0.8331032484037963	1.041264437205618	0.9247420698216352	1.0440624484967627	1.0064232152411323	0.0
able_get	0.9459844650089038	1.0487115926930937	1.0430823865989358	0.9574933456813308	1.135951184371987	1.2212265017597816	0.0
able_help	0.6550793496062642	1.0611129913036765	1.2564474267236636	1.008829512723216	1.1846163228250188	1.2262581494202884	0.0
able_hit	0.7724891744180903	1.0147419407262745	0.9607427852010335	0.9765467907612534	1.0328073530131014	1.1249652729922561	0.0
able_identify	1.1667374460295727	1.1716056885361426	1.209411884123777	1.019726689990084	1.1982478473447633	1.1595855235489765	3.0
able_implement	1.0505415967371936	0.8648508482210812	1.0220390793789242	0.8904494655460046	0.9396184839226467	0.9155482757950381	1.0
able_look	0.9730591329369165	1.0544783222699725	1.0843733658425008	0.9387011166997485	1.0415208055140588	1.2086485344062705	3.0
able_make	1.0595129684366356	0.9898627489623072	0.9229530980551162	0.9955175583978497	1.1629588517396023	0.8677640467035728	5.0
able_move	1.1079072311423492	1.0679908771254694	1.2194006780828146	0.9413066978879608	1.209999209508601	1.080134265609823	3.0
able_parse	1.0381448750789297	0.898419628639701	1.1087116104897523	0.9618904853832027	0.7192531727085337	1.1000085696977782	4.0
able_pass	1.0828828831710533	1.071412687702304	1.213444748713125	0.9894575293528014	1.1565411344435068	1.065570682595294	3.0
able_point	1.1591981833337754	1.1926584457885636	1.2011373123682325	0.9464411978760677	1.2359046078790745	1.017757547157325	3.0
able_read	0.8936865996755318	1.115585118509256	1.2475660832571085	0.9844203087894348	1.2076586971489487	1.2102186840169409	0.0
able_remove	0.9852045002699531	0.9895262190466622	1.1415487776199895	0.9577580251330001	0.9482843118231794	1.1283244662483984	4.0
able_reproduce	0.9150258411652298	1.105707172729303	1.0694111714189525	0.9949865949245275	1.1994642719598179	1.1855779354411036	0.0
able_reuse	0.9567829293572732	0.8830897497046296	0.9421769907702074	0.9653391153185487	1.0687161359145678	0.956397067527479	1.0
able_revert	0.8561094827992893	0.8494505864622923	1.098891477503464	0.8995692160484325	0.9243450434765671	0.992022696973372	1.0
able_run	1.0693549777005324	0.9728395580051828	0.7430867980077702	0.9171251054200751	1.0705353202589951	0.9872428045772457	2.0
able_save	1.0856270439917206	0.7581774918922388	1.1548225548368911	1.0047586240363846	1.003966148827555	0.8528962585705114	1.0
able_see	0.8388408925327261	0.8669193365774243	1.087971033610765	0.8918429478431679	0.9607460510744477	1.0551098959301066	0.0
able_simplify	0.8497223870043347	0.7889841824265434	1.0366981201733898	0.9653158520753466	0.9990765341313694	0.9926358609008049	1.0
able_spot	0.9705558313787358	1.1334707524602967	1.1506212224740402	0.9363113100614668	1.0830808186760483	1.1747812137623965	3.0
able_to	1.0067644398098672	1.0038650049858617	1.0309567328810902	0.946157852305947	1.0614541491825527	0.9609811638052518	3.0
able_use	0.9947444664375852	0.8384033097898141	1.1249214343276812	0.9747507962730761	1.1252219230665708	0.8021834577157385	5.0
able_work	1.1357214960033022	1.1290577687979289	0.5471229050200004	1.0060659192422587	1.1709738125154607	1.096043964335438	2.0
abort_*	1.2512712544546134	1.12398897254871	1.1087768572772707	1.0287471319089527	0.8973889007397471	1.3246350525894848	4.0
abort_on	1.2512712544546132	1.12398897254871	1.1087768572772703	1.0287471319089525	0.897388900739747	1.3246350525894848	4.0
abort_should	1.2512712544546134	1.1239889725487098	1.1087768572772703	1.0287471319089527	0.897388900739747	1.3246350525894846	4.0
about>*	1.1745733691945035	1.0769225846146733	1.1786706418201405	0.9895453214722855	1.0190999243341274	0.9965407674061283	3.0
about_*	0.8288314718903884	1.0765097739366936	1.201870388210765	0.9517717965114981	1.1642814844818752	1.1323008436072102	0.0
about_adding	0.8990182442644389	1.1476747582864815	1.2145015169367774	0.9822687365992363	1.2076909340801747	1.2192074565622264	0.0
about_all	0.9363158530383483	1.0860902618578452	1.2113708780264147	0.9857648346254476	1.1018802805947676	1.1670839578013685	0.0
about_being	0.8684008267567459	1.1704452908587109	1.2277863209744477	0.9895094236302496	1.0839389304112281	1.2865754228215984	0.0
about_calling	1.0524683554127308	1.128476360333241	1.260936182979511	0.9617856083142877	1.1269633027740318	1.193054950876433	3.0
about_changing	0.7537659722969976	1.1378804754016238	1.1429884677476478	1.0162204215895656	1.2823332693219633	1.161157478610746	0.0
about_checking	0.8157761172943062	1.026611960309011	1.233877110183041	0.9845818906803575	0.978631897480532	1.161267792042209	0.0
about_creating	0.7890412525691832	0.9797921244577406	1.2733661293970882	0.9612356575090041	1.0732725097571985	1.1465446135145103	0.0
about_do	0.608332966445025	0.9109446907923322	1.2033988169365772	0.9209445114782325	1.126339384391641	1.0518723220816966	0.0
about_doing	1.156718098545212	1.148647457980138	1.245947688165975	0.9997178471224674	1.1820767875343945	1.1324276524688595	3.0
about_extracting	0.9208319724909007	1.1931414458411145	1.276743593115273	1.0330806724435646	1.1577458452462315	1.3552111515578487	0.0
about_following	0.9108399001012919	1.1440624830914372	1.0463937383898936	0.9787332611807108	1.2544514217367602	1.1416218212287792	0.0
about_getting	0.9806876630186424	1.1114058566990759	0.8396234462184107	0.9733383924951912	1.1963576551885409	1.0761436965082691	2.0
about_giving	0.9358319260227297	1.1022787575903186	1.2595487172943172	1.0089149150640715	1.1158686765485686	1.243523834832733	0.0
about_handling	1.066832934414445	1.0461035674107466	1.1317454860737424	0.9789486285230198	1.1544627872576847	1.0360230106747403	3.0
about_have	0.928632991836871	1.0998304354303547	1.2506975731241383	0.9717361859968571	1.1516678044110102	1.159838097762106	0.0
about_having	0.7094768500161038	0.9963036870858385	1.2563550042939378	0.9719841539905721	1.2264502171383032	1.0481241314334628	0.0
about_how	0.7286534377846134	1.1267076967960736	1.1756746831014915	0.9923321199869694	1.164102651132403	1.1944111260001566	0.0
about_is	0.5697479772861632	1.0532555912909138	1.1806799685169227	0.9947613259615612	1.1787889143719072	1.1666622637280242	0.0
about_keeping	0.7722867314344943	0.9902527869215322	1.1670625461417055	0.9231792383158527	1.2453678357762454	0.9743322448830259	0.0
about_making	0.724071981128778	1.0937760498724427	1.2448490295193486	0.9696799194872108	1.2238126566417216	1.1491808042971454	0.0
about_more	0.6362213139156461	0.9284226328803112	1.010704937975453	0.9509470116941756	1.1042963547705846	1.0921468200557434	0.0
about_moving	0.8359641354657984	0.970727584212715	1.2514620528578693	0.9603898675916402	1.1895554679170985	0.9826927770658997	0.0
about_naming	0.9298947298108821	0.8696701771981862	1.212834671482107	0.9666417593567954	1.11365020804687	0.9725329251761291	1.0
about_removing	0.72263112147264	1.0328567976909573	1.2288701576917191	0.9362845737641872	1.0471010890776806	1.1121376628949777	0.0
about_renaming	0.7485463870924033	1.1568995159834021	1.2021064346737622	1.0115429535532334	1.2194672403021702	1.2081749391109822	0.0
about_setting	1.09014889741541	1.2151472586598666	1.1920533072095338	1.0545340935374083	1.1611969214095212	1.1328163617764622	3.0
about_using	0.6757948237627035	1.0360053678541867	1.1208392855078662	0.9145048184586565	1.084301337237705	1.1364537146700653	0.0
about_what	0.6940950235885316	1.0531365076171404	1.2601076131058526	0.9612938360065029	1.1113022234799577	1.2118364053769612	0.0
about_which	0.8442614686195231	0.9017538913327882	1.1064014279183214	0.9809833488450522	1.046609820522045	1.0922062110963506	0.0
about_works	0.8387685370946277	0.9970013164109232	1.242536778603206	1.0024561295057102	1.1943856039008152	0.9863986684399799	0.0
above_*	1.0706341771878252	0.9464858813690912	1.0814194015491347	0.9607613751942269	0.9818689570673638	1.0162745316589008	1.0
above_also	1.0204657764076057	0.9305524150551153	1.0366930103840017	0.9845553741756407	0.9855409364554802	1.0678509842841037	1.0
above_as	1.0889038225763445	0.8867177479792068	1.0424028160759038	0.9879314184773066	0.9721455728103262	0.9655350753414124	1.0
above_just	0.9396942229035152	0.8708510139507131	1.1342380321351901	1.019069579709624	0.8735097362577904	1.1670581264908315	1.0
above_right	1.063300302426861	0.968382251615766	1.097355653269123	0.9706165788392382	0.9522388545496233	0.9898743705562092	4.0
